Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
11,CARAŞ-SEVERIN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,11,,GALANI,OLIMPIU-EUGEN,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,CÎMPEAN,LUCIAN-DAN,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT,3,,MĂLĂIESCU,LUCA,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT,3,,STUPARU,MARIANA-GABRIELA,SENAT,2
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT,3,,DAVID-IZVERNAR,PETRU-VALENTIN,SENAT,3
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT,3,,ROF,REMUS,SENAT,4
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,COSMA,NICOLE-LAVINIA,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,MUNTEANU,ANDREEA-LIGIA,SENAT,2
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,POSIPAL,MARIUS,SENAT,3
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,12,,OLARIU,ȘTEFAN-PETRU,SENAT,4
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT UNIT,13,,SUCIU,ALEX-GHEORGHE-SORIN,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT UNIT,13,,VELE,CRISTINA-PROFIRA,SENAT,2
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT UNIT,13,,SUCIU,EUGEN-SORIN-OVIDIU,SENAT,3
11,CARAŞ-SEVERIN,PARTIDUL SOCIAL DEMOCRAT UNIT,13,,ANTONIE,EMILIAN,SENAT,4
11,CARAŞ-SEVERIN,PARTIDUL S.O.S. ROMÂNIA,17,,MIHĂESCU,LONETA-LUMINIȚA,SENAT,1
11,CARAŞ-SEVERIN,PARTIDUL S.O.S. ROMÂNIA,17,,BRUMARIU,NICOLAE,SENAT,2
11,CARAŞ-SEVERIN,PARTIDUL S.O.S. ROMÂNIA,17,,ZELE-AZZOLA,MARINELA-RENATE,SENAT,3
11,CARAŞ-SEVERIN,PARTIDUL S.O.S. ROMÂNIA,17,,LĂCĂTUȘU,CLAUDIU-COSTICĂ,SENAT,4
11,CARAŞ-SEVERIN,PATRIOȚII POPORULUI ROMÂN,10,,ROMEGA,RAUL-ALEXANDRU,SENAT,1
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,AMARIEI,ION,SENAT,1
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,FARA,ION,SENAT,2
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,BLOTOR,RODICA,SENAT,3
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,BRICIOG,FLORICA GHEORGHINA,SENAT,4
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,CZEISZPERGER,IZABELL,SENAT,1
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,WEISZ,RAMONA-ANDREEA,SENAT,2
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,CSIBI,ROBERT,SENAT,3
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,ZENG,IOAN,SENAT,4
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,RAD,BOGDAN-GHEORGHE,SENAT,1
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,SINCULEȚ,TEODORA-ALINA,SENAT,2
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,BLEDEA,VASILE,SENAT,3
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,POPESCU,ALIN,SENAT,4
12,CĂLĂRAŞI,ALIANȚA NAȚIONAL CREȘTINĂ,10,,BANNER-DOBRESCU,IOANA-MIHAELA,SENAT,1
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,DUMITRU,MARIAN,SENAT,1
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,DAMIAN,ROBERT-OVIDIU,SENAT,2
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,NICOLA,SIMONA,SENAT,3
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,PEANCI,GEORGIAN-ADRIAN,SENAT,4
12,CĂLĂRAŞI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,BOCA,ȘTEFAN,SENAT,1
12,CĂLĂRAŞI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,LAZĂR-ȘERBĂNESCU,JAQUELINE-MARILENA,SENAT,2
12,CĂLĂRAŞI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,16,,PETRESCU,NICOLAE,SENAT,1
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,BURDUȘA,CIPRIAN-OCTAVIAN,SENAT,1
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,BUTĂ,ADRIAN,SENAT,2
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,GRECEANU,GABRIEL,SENAT,3
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,MARINAȘ,NINA,SENAT,4
12,CĂLĂRAŞI,PARTIDUL ECOLOGIST ROMÂN,15,,ȘTEFAN,MIHAI,SENAT,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,POPA,NICU,SENAT,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,DUMITRU,THEODOR-CRISTIAN,SENAT,2
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,CONSTANTINESCU,NICOLETA-SIMONA,SENAT,3
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,TUDORAN,MARIETA-RAMONA,SENAT,4
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,DUMITRU,FLORIAN-EMIL,SENAT,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,OLTEANU,CIPRIAN-ANDREI,SENAT,2
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,CEAUȘESCU,MONICA-SILVIA,SENAT,3
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,STAN,ȘTEFAN,SENAT,4
12,CĂLĂRAŞI,PARTIDUL NOUA ROMÂNIE,9,,ZABET,ION,SENAT,1
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,URSĂSCU,CORINA-CĂTĂLINA,SENAT,1
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,URSĂSCU,OCTAV-PETRU,SENAT,2
12,CĂLĂRAŞI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,STRUȚ,ALIN,SENAT,1
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,BOBU,NICOLAE,SENAT,1
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,IOSIF,CAMELIA-ȘTEFANIA,SENAT,2
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,NECULAI,FLORIN,SENAT,3
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,RĂDUCANU,VERONICA,SENAT,4
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,MIHAI,DANIELA,SENAT,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,MIHAI,BOGDAN-CRISTIAN,SENAT,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,MUNTEANU,CRISTINA-LAURA,SENAT,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,MARIN,IOAN-CRISTIAN,SENAT,4
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,DUȚĂ,IOSIF-LUCIAN,SENAT,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,DUMITRU,VLASE,SENAT,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,MAGEARU,CRISTINA-IOANA,SENAT,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,CHELMUȘ,FLORIN,SENAT,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,NĂSTASE,DANIEL,SENAT,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,EREMIA,MELANIA,SENAT,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,ILIESCU,MARINELA,SENAT,4
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,RUSU,IOAN-CRISTIAN,SENAT,1
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,COZMA,GABRIELA-CORNELIA,SENAT,2
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,NEAGU,ISPAS,SENAT,3
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,PARASCHIV,VALERIA-OANA,SENAT,4
12,CĂLĂRAŞI,PATRIOȚII POPORULUI ROMÂN,18,,BOLNAVU-VĂTUI,SILVIU,SENAT,1
12,CĂLĂRAŞI,ROMÂNIA SOCIALISTĂ,19,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,LĂZĂREANU,VIOREL,SENAT,1
12,CĂLĂRAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,LŐRINCZ,CSILLA,SENAT,1
12,CĂLĂRAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,ERÖS,JÁNOS,SENAT,2
12,CĂLĂRAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,TOTH,BRIGITTA-ANNA,SENAT,3
12,CĂLĂRAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,SZŰCS,IOAN,SENAT,4
12,CĂLĂRAŞI,UNIUNEA SALVAȚI ROMÂNIA,3,,COJOCEA,MARIAN,SENAT,1
12,CĂLĂRAŞI,UNIUNEA SALVAȚI ROMÂNIA,3,,OPREA,ALEXANDRA-OANA,SENAT,2
12,CĂLĂRAŞI,UNIUNEA SALVAȚI ROMÂNIA,3,,RĂDUCU,VALENTIN,SENAT,3
12,CĂLĂRAŞI,UNIUNEA SALVAȚI ROMÂNIA,3,,CEACU,MIHAI-NICOLAE,SENAT,4
13,CLUJ,ALIANȚA NAȚIONAL CREȘTINĂ,7,,SAVA,MIRCEA-ȘTEFAN,SENAT,1
13,CLUJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,ȘIPOȘ,EUGEN-CRISTIAN,SENAT,1
13,CLUJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,NAP,ADRIAN,SENAT,2
13,CLUJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,MESAROS,SUSANA-LIANA,SENAT,3
13,CLUJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,FODOREAN,TEODOR-GABRIEL,SENAT,4
13,CLUJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,VLAD,EMILIA-FELICIA,SENAT,5
13,CLUJ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,10,,FLORESCU,GIANI-MIRCEA,SENAT,1
13,CLUJ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,10,,CREȘTIN,TEDY,SENAT,2
13,CLUJ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,10,,PAIZS,ALIZ-AMALIA,SENAT,3
13,CLUJ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,13,,SĂRAC,FLORIN-ADRIAN,SENAT,1
13,CLUJ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,13,,GĂTINA,MĂRIOARA-STELA,SENAT,2
13,CLUJ,FORȚA DREPTEI,2,,MÎRZA,ADELA-DORINA,SENAT,1
13,CLUJ,FORȚA DREPTEI,2,,CHIRIAC,LIVIU-BOGDAN,SENAT,2
13,CLUJ,FORȚA DREPTEI,2,,MORAR,IOAN-GHEORGHE,SENAT,3
13,CLUJ,FORȚA DREPTEI,2,,ZAMBLĂU,EUGEN,SENAT,4
13,CLUJ,FORȚA DREPTEI,2,,RUS,IOVIAN-MARINEL,SENAT,5
13,CLUJ,FORȚA DREPTEI,2,,GROZAV,CIPRIAN-VICTOR,SENAT,6
13,CLUJ,PARTIDUL ECOLOGIST ROMÂN,15,,STOICA,OCTAVIAN-HARRY,SENAT,1
13,CLUJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,12,,RUS,SORIN-IOVU,SENAT,1
13,CLUJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,12,,STOICA,SIMION-OVIDIU,SENAT,2
13,CLUJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,12,,HEGHEDUS,FLORIN,SENAT,3
13,CLUJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,12,,DON,IOANA-ANAMARIA,SENAT,4
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,ABRUDEAN,MIRCEA,SENAT,1
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,RUSU,RAREȘ STELIAN,SENAT,2
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,FĂRGACIU,CĂLIN-STELIAN,SENAT,3
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,BĂLAȘA,DANA-LIVIA,SENAT,4
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,MOGA,BOGDAN-CLAUDIU,SENAT,5
13,CLUJ,PARTIDUL NAȚIONAL LIBERAL,4,,MARCU,VALTĂR,SENAT,6
13,CLUJ,PARTIDUL NOUA ROMÂNIE,18,,MĂRGINEAN,FLORIN,SENAT,1
13,CLUJ,PARTIDUL OAMENILOR TINERI,11,,SIMU,VOICU-MIRCEA,SENAT,1
13,CLUJ,PARTIDUL OAMENILOR TINERI,11,,SUCUTURDEAN,ADRIANA-LUMINIȚA,SENAT,2
13,CLUJ,PARTIDUL OAMENILOR TINERI,11,,CREȚEANU,CRISTINA-DANIELA,SENAT,3
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,MIHALI,CIPRIAN,SENAT,1
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,OLTEAN,DIANA-MARIA,SENAT,2
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,BUIA,RAREȘ-DANIEL,SENAT,3
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,ȘPAIMOC,ADELA-MARIA,SENAT,4
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,TĂMAȘ,POMPILIU-FLAVIU,SENAT,5
13,CLUJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,MOLNAR,CRISTIAN-SANDU,SENAT,6
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,POP,CIPRIAN-MARCEL,SENAT,1
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,GOGA,DAN-REMUS,SENAT,2
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,MORAR,IULIU-CIPRIAN,SENAT,3
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,MIJA,LUANA-GEMMA,SENAT,4
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,POPESCU,ALEXANDRU-ADRIAN,SENAT,5
13,CLUJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,MOLDOVAN,VICTOR,SENAT,6
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,CORDOȘ,ALEXANDRU,SENAT,1
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,MARINCA,ADINA-EMILIA,SENAT,2
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,CHIRTEȘ,HOREA DORIN,SENAT,3
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,RUSU,ANNA,SENAT,4
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,POJAR,VALENTIN-DOREL,SENAT,5
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT,1,,RUS,MIRCEA-IOSIF,SENAT,6
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,DAN,CĂLIN-ALIN,SENAT,1
13,CLUJ,PARTIDUL SOCIAL DEMOCRAT UNIT,20,,ANDREI,GABRIEL-IONEL,SENAT,1
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,NICULA,FLORIAN-ALEXANDRU,SENAT,1
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,SIPOS,ALEXANDRU,SENAT,2
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,FEDIUC,ADRIAN-MARIUS,SENAT,3
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,REVNIC,ARLESIANA-MARIA,SENAT,4
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,JURCA,VALER,SENAT,5
13,CLUJ,PARTIDUL S.O.S. ROMÂNIA,9,,URCAN,ALEXANDRINA,SENAT,6
13,CLUJ,PATRIOȚII POPORULUI ROMÂN,8,,BRIE,CLAUDIU-SORIN,SENAT,1
13,CLUJ,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,16,,FERHANE,RODICA-GAROFINA,SENAT,1
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,TASNADI,ISTVAN-SZILARD,SENAT,1
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,LÁSZLÓ,ATTILA,SENAT,2
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,BALLA,FRANCISC,SENAT,3
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,BODIS,VASILE,SENAT,4
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,OLÁH,EMESE,SENAT,5
13,CLUJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,6,,VÁKÁR,ISTVÁN-VALENTIN,SENAT,6
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,RUS,VASILE-CIPRIAN,SENAT,1
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,BORDEI,CRISTIAN,SENAT,2
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,RITER,MARIUS,SENAT,3
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,MUSCĂ,ELENA,SENAT,4
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,BLĂNIȚĂ,GABRIELA,SENAT,5
13,CLUJ,UNIUNEA SALVAȚI ROMÂNIA,3,,PIȚU,ADRIAN-NICOLAE,SENAT,6
14,CONSTANŢA,ALIANȚA NAȚIONAL CREȘTINĂ,11,,VASILIEV,MARIAN,SENAT,1
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,VLAHU,NICOLAE,SENAT,1
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,CUPȘA,OVIDIU-SORIN,SENAT,2
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,APOSTOL,CĂTĂLIN-MARIAN,SENAT,3
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,IOAN,STELA,SENAT,4
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,ISTRATE,IULIAN-SORIN,SENAT,5
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,MATEESCU,SORIN-CRISTIAN,SENAT,6
14,CONSTANŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,GIREL,DOINA,SENAT,7
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,TIMOFTE,VERONICA,SENAT,1
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,MIHAI,ION,SENAT,2
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,MIRCIU,FLORICA,SENAT,3
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,TIMOFTE,VICTORIA,SENAT,4
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,ANGHEL,NICOLAE-DANIEL,SENAT,5
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,ȘERBAN,LAURA,SENAT,6
14,CONSTANŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,IVAN,PETRE,SENAT,7
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,CARAGHEORGHE,DUMITRU,SENAT,1
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,BURCIU,VALENTIN,SENAT,2
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,PETRESCU,SORIN-IONEL,SENAT,3
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,ANGHEL,RADU-LIVIU,SENAT,4
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,MUNTEANU,EUGENIA,SENAT,5
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,CIOBÎCĂ,LUMINIȚA,SENAT,6
14,CONSTANŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,12,,ZAMFIRA,MARIAN,SENAT,7
14,CONSTANŢA,FORȚA DREPTEI,2,,TĂNASE,ANTONEL,SENAT,1
14,CONSTANŢA,FORȚA DREPTEI,2,,SCARLAT,LIVIU,SENAT,2
14,CONSTANŢA,FORȚA DREPTEI,2,,CĂLIN,REMUS,SENAT,3
14,CONSTANŢA,FORȚA DREPTEI,2,,STÎNGĂ,CARMEN-ADRIANA,SENAT,4
14,CONSTANŢA,FORȚA DREPTEI,2,,PETRUȚ,MARIANA,SENAT,5
14,CONSTANŢA,FORȚA DREPTEI,2,,MAZĂRE,LIVIA-DORINA,SENAT,6
14,CONSTANŢA,FORȚA DREPTEI,2,,COVAL,ANDREI,SENAT,7
14,CONSTANŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,PETRE,IONEL,SENAT,1
14,CONSTANŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,CUȘA,TIBERIU,SENAT,2
14,CONSTANŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,TELEHOI,IULIAN,SENAT,3
14,CONSTANŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,SURUGIU,VASILICA,SENAT,4
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,COȘA,SILVIU-IULIAN,SENAT,1
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,BANIAS,MIRCEA-MARIUS,SENAT,2
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,CÂMPEANU,ADRIANA-TEODORA,SENAT,3
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,MOLDOVAN,REMUS-IONUȚ,SENAT,4
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,MIHAI,SORIN,SENAT,5
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,GIMA,STELIAN,SENAT,6
14,CONSTANŢA,PARTIDUL NAȚIONAL LIBERAL,5,,ALI,LEILA,SENAT,7
14,CONSTANŢA,PARTIDUL NOUA ROMÂNIE,18,,ANDRONACHE,DRAGOȘ,SENAT,1
14,CONSTANŢA,PARTIDUL OAMENILOR TINERI,17,,FRIGEOIU,SILVIU-MIHNEA,SENAT,1
14,CONSTANŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,POPESCU,ANDREI,SENAT,1
14,CONSTANŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,PETRE,RALUCA-BRÎNDUȘA,SENAT,2
14,CONSTANŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,CREȚU,OVIDIU,SENAT,3
14,CONSTANŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,9,,BOTEA,MARIAN-COSTEL,SENAT,1
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,STROE,FELIX,SENAT,1
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,BRĂILOIU,TIT-LIVIU,SENAT,2
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,GRASA,CĂTĂLIN-NICOLAE,SENAT,3
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,MEVLIT,GENC,SENAT,4
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,MARĂ,LILIANA,SENAT,5
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,NICOLAE,IRINELA,SENAT,6
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT,4,,DOBRESCU,ROXANA-CONSUELA,SENAT,7
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,BITOLEANU,IONUȚ-CRISTIAN,SENAT,1
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,BOGDAN,MAGDALENA-MIRELA,SENAT,2
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,CREȚEANU,SORIN-VIRGIL,SENAT,3
14,CONSTANŢA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,ȚAPLIUC,DANIELA,SENAT,4
