Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,CIOLAN,IONUȚ-MARCEL,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,BĂLU,PĂUN-VALENTIN,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,CIOLAN,OTILIA-EVA,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,FARA,ANA-MARIA,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,BĂLU,MIHAELA-MIRELA,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,LAIEȘ,PETRU,CAMERA DEPUTAȚILOR,6
11,CARAŞ-SEVERIN,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,DUDA,IANCU-GHEORGHE,CAMERA DEPUTAȚILOR,7
11,CARAŞ-SEVERIN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,20,,ROMANESCU,CLAUDIA-ȘTEFANA,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA ARMENILOR DIN ROMÂNIA,23,,PAMBUCCIAN,VARUJAN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA ARMENILOR DIN ROMÂNIA,23,,TERZIAN,SIRUN,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA ARMENILOR DIN ROMÂNIA,23,,BOGDAN-CĂUȘ-NICOLAIDES,NARINE,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA ARMENILOR DIN ROMÂNIA,23,,PAPAZIAN,PETRU,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,NACOV,GHEORGHE,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,TOPCIOV,PETRU,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,COSILCOV,ADRIAN-SORIN,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,IVANCIOV,ANA-CAROLINA,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,PIȚ,DANIEL-MARIUS,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,27,,SEHABI,PETRONELA,CAMERA DEPUTAȚILOR,6
11,CARAŞ-SEVERIN,UNIUNEA CROAȚILOR DIN ROMÂNIA,26,,GHERA,GIURECI-SLOBODAN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,FIRCZAK,IULIUS -MARIAN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,GAL,FRANCISC-OSCAR,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,MUREȘAN,MARIANA-SVETLANA,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,BOJCSUK,SVETLANA-CARMEN,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,BODNARIUC,GABRIELA-CRISTINA,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,36,,BOCICOR,MARIA,CAMERA DEPUTAȚILOR,6
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,32,,AMET,VAROL,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,32,,OMER,METIN,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,32,,ZIADIN,ELA,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,32,,ARSLAN,OZGÜN,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,32,,VELULA,ADEL,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,BOGNAR,IOSIF-ATILA,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,HODOROG,CRISTINA-KATALIN,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,COVACI,GHEORGHE,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,LOGA,IZABELA-ROXANA,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SZOKTOR,ADRIANA-BETTINA,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,ÁBRAHÁM,ELŐD-LAJOS,CAMERA DEPUTAȚILOR,6
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,CADAR,SIMION-TIBERIU,CAMERA DEPUTAȚILOR,7
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,39,,IBRAM,IUSEIN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,34,,MERKA,ADRIAN-MIROSLAV,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,34,,JUCAN,IOANA-CRISTINA,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA ELENĂ DIN ROMÂNIA,31,,ZISOPOL,DRAGOȘ-GABRIEL,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA POLONEZILOR DIN ROMÂNIA,21,,LONGHER,GHERVAZEN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA POLONEZILOR DIN ROMÂNIA,21,,LONGHER,VICTORIA,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA POLONEZILOR DIN ROMÂNIA,21,,IRIȘEC,IOSEF,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA POLONEZILOR DIN ROMÂNIA,21,,ZIELONKA,ANA,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,PLUJAR,ANDREI GEORGE,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,BOIA,CONSTANTIN-ADRIAN-NISTOR,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,ȘUTA,PETRU,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,PANDURU,LAZĂR-ALIN,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,RĂDUCA,ROBERTA,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,JURCHESCU,NICOLAE,CAMERA DEPUTAȚILOR,6
11,CARAŞ-SEVERIN,UNIUNEA SALVAȚI ROMÂNIA,5,,VĂSCUȚ,ANDREI-FLORIN,CAMERA DEPUTAȚILOR,7
11,CARAŞ-SEVERIN,UNIUNEA SÂRBILOR DIN ROMÂNIA,33,,CRÎSTICI,OGNEAN,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,PETREȚCHI,NICOLAE-MIROSLAV,CAMERA DEPUTAȚILOR,1
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,HORVAT,IRINA-LIUBA,CAMERA DEPUTAȚILOR,2
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,SAUCIUC,ILIE,CAMERA DEPUTAȚILOR,3
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,SZABO-CONDREI,MARIA,CAMERA DEPUTAȚILOR,4
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,PASENCIUC,VASILE,CAMERA DEPUTAȚILOR,5
11,CARAŞ-SEVERIN,UNIUNEA UCRAINENILOR DIN ROMÂNIA,38,,GHERMAN,LUCICA,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,COMAN,DRAGOȘ-FLORIN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,GHEORGHE,MIHAI-CLAUDIU,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,LĂDUNCĂ,ANDREI-MIHAI,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,IOAN,ANDREEA-DANIELA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,ILEANA,DĂNUȚ,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,ALIANȚA PENTRU UNIREA ROMÂNILOR,1,,MARTAC,PAUL,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,NEAMȚU,CRISTINEL-ION,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,13,,STOIAN,IOANA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,21,,GROSARU,IOANA,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA""",29,,STOICA,BOGDAN-ALIN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,STANCU,IONEL,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,CODREANU,CRISTINA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,PĂUN,NICOLAE,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,PARASCHIV,IULIAN-COSTEL,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,PARASCHIV,BOGDAN-FLORIN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,GOTU,VIORICA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,PĂUN,IONUȚ-CONSTANTIN,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",33,,VASILE,DANIEL,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,CANDIDAT INDEPENDENT,40,,IANCU,VASILE,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,CANDIDAT INDEPENDENT,42,,KARANI,GEAPON,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,CANDIDAT INDEPENDENT,41,,TOADER,MIHAI,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,FEODOR,SILVIU,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,ARTION,NICOLAE,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,27,,CRĂCIUN,SVETLANA-FLORENTINA,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,16,,COCOȘI,MARIUS-IULIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,16,,CRISTEA,MĂDĂLINA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,30,,VEXLER,SILVIU,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,DĂSCĂLESCU-TIRON,CAMELIA-SANDA,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,DAN,VASILE,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,ROIBU,MIHAI,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,POPESCU,ANDREI-MIHAI,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,BRĂTIANU,EUGEN,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,FORȚA DREPTEI,4,,NOVAC,ȘTEFAN,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,FORUMUL CEHILOR DIN ROMÂNIA,25,,BOUDA,ȘTEFAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,FORUMUL CEHILOR DIN ROMÂNIA,25,,MOȚEC,ȘTEFAN,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,FORUMUL CEHILOR DIN ROMÂNIA,25,,PERVULESCU,ASTRID-MARICHEN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,37,,GANȚ,OVIDIU-VICTOR,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,37,,ȘINDILARIU,THOMAS,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,37,,ROST,ANDREA-BETTINA,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,37,,MANTA-KLEMENS,CHRISTINE,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL ECOLOGIST ROMÂN,15,,POPA,MARIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,GHEDZIRA,ANCA-TATIANA,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,NĂSTASE,ALEXANDRU-BENIAMIN,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,MELCESCU,VALENTIN-COSTINEL,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,DRĂGHICI,IULIA-ANDA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,DRAGNE,COSTIN-AUREL,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,8,,GANEA,CRISTOPHER-COSTINEL,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,PANDEA,CIPRIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,OBADĂ,DANIEL,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,PETRACHE,LIVIU-IONUȚ,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,DRĂGAN,FLORIN,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,DOBRESCU,VASILICA,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL NAȚIONAL LIBERAL,6,,PUȘCAȘU,IOAN,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PARTIDUL NOUA ROMÂNIE,9,,STĂNICĂ,AURORA,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,URSEI,IULIA-GEORGIANA,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,URSEI,IONUȚ-MARIUS,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,GHERGHESCU,GABRIEL-DANIEL,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,PAN-KE,EMANUEL,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL OAMENILOR TINERI,20,,TUDOR,IOANA,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,17,,TOADER,LUCIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,DUMITRU,GIULIANO,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,NĂSTASE,VALENTINA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,PÎRVU,ADRIAN-VASILE,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,BUZEA,ANA-MARIA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,CANTARAGIU,IONUȚ-EDUARD,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,7,,SANDU,ELENA-MIHAELA,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,SAMOILĂ,ION,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,BÎRCĂ,CONSTANTIN,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,VRĂJITORU,SORINEL-MARIAN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,TACHE,ANDREEA-MIRELA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,MUȘAT,VIOLETA,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT,5,,NICULAE,AUREL,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,COCORANU,TUDOR,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,AVRAM,SORINA-GEORGIANA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,IACOB,EUGEN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,ROMANESCU,TUDOR,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TUDOR,LUCIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TUDOR,DANIELA,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,MĂHUI,MARIAN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TUDOR,IONUȚ-ALEXANDRU,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TUDOR,MARIAN,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,11,,TUDOR,DUMITRU,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,CODRESCU,IONEL-CĂTĂLIN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,MARIN,VICTOR,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,SANDU,LILIANA,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,SELEA,VASILE,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,MATEIAȘ,IONELA,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,FILIMON,MIHAI,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,PATRIOȚII POPORULUI ROMÂN,18,,MOLDOVAN,ALEXANDRU-SILVIU,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,ROMÂNIA SOCIALISTĂ,19,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,VATAVU,GHEORGHE,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,10,,CĂLIN,GEORGE-EDUARD,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,PAMBUCCIAN,VARUJAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,TERZIAN,SIRUN,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,BOGDAN-CĂUȘ-NICOLAIDES,NARINE,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,PAPAZIAN,PETRU,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,NACOV,GHEORGHE,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,TOPCIOV,PETRU,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,COSILCOV,ADRIAN-SORIN,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,IVANCIOV,ANA-CAROLINA,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,PIȚ,DANIEL-MARIUS,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,23,,SEHABI,PETRONELA,CAMERA DEPUTAȚILOR,6
12,CĂLĂRAŞI,UNIUNEA CROAȚILOR DIN ROMÂNIA,22,,GHERA,GIURECI-SLOBODAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,FIRCZAK,IULIUS -MARIAN,CAMERA DEPUTAȚILOR,1
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,GAL,FRANCISC-OSCAR,CAMERA DEPUTAȚILOR,2
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,MUREȘAN,MARIANA-SVETLANA,CAMERA DEPUTAȚILOR,3
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,BOJCSUK,SVETLANA-CARMEN,CAMERA DEPUTAȚILOR,4
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,BODNARIUC,GABRIELA-CRISTINA,CAMERA DEPUTAȚILOR,5
12,CĂLĂRAŞI,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,24,,BOCICOR,MARIA,CAMERA DEPUTAȚILOR,6
